grid_id,species,province,year,date_source,disc_year,pub_year,lag,longitude,latitude,in_pa,in_pa_national,nearest_pa_name,nearest_pa_level,nearest_pa_type,nearest_pa_year,dist_to_pa_km,ax,ay,prov_geo,grid_id2,in_pa_b0,in_pa_b1_1,in_pa_b3,in_pa_b5,method,cause,method_grp,bio1,bio12,elev,warming_rate,climate_velocity,climate_exposure,unit_county,provgeo_county,unit_prefecture,provgeo_prefecture,valid_county,valid_prefecture
1426,Alcippe morrisonia,Henan,2015,discovery_date,2015,2016,1,111.82,33.25,FALSE,FALSE,河南南阳恐龙蛋化石群国家级自然保护区,national,古生物遗迹,1998,0.722531286751675,624561.917055998,3558747.61475859,Henan,1426,FALSE,TRUE,TRUE,TRUE,"","",unknown,1.31653337478638,846,708,0.213808908135841,0.0439882479651097,0.0594135815288783,411325,Henan,411300,Henan,TRUE,TRUE
1426,Delichon dasypus,Henan,2016,discovery_date,2016,2018,2,111.88,33.48,FALSE,FALSE,河南南阳恐龙蛋化石群国家级自然保护区,national,古生物遗迹,1998,1.31677430211392,628251.621692579,3585005.19929937,Henan,1426,FALSE,FALSE,TRUE,TRUE,"","",unknown,1.31653337478638,846,708,0.213808908135841,0.0439882479651097,0.0594135815288783,411325,Henan,411300,Henan,TRUE,TRUE
1426,Pyrrhula nipalensis,Henan,2023,discovery_date,2023,2024,1,111.93,33.5,TRUE,TRUE,河南内乡宝天曼,national,森林生态,1980,0,632652.664925101,3587573.28799688,Henan,1426,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.31653337478638,846,708,0.213808908135841,0.0439882479651097,0.0594135815288783,411325,Henan,411300,Henan,TRUE,TRUE
1426,Turdus boulboul,Henan,2016,discovery_date,2016,2020,4,111.92,33.5,TRUE,TRUE,河南内乡宝天曼,national,森林生态,1980,0,631741.226171907,3587509.61026156,Henan,1426,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.31653337478638,846,708,0.213808908135841,0.0439882479651097,0.0594135815288783,411325,Henan,411300,Henan,TRUE,TRUE
1429,Elanus caeruleus,Henan,2013,discovery_date,2013,2014,1,113.74,33.54,FALSE,FALSE,河南伏牛山,national,森林生态,1982,134.424704237913,797111.512364389,3605105.12098771,Henan,1429,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.50231666564941,832,81,0.213808908135841,0.0439882479651097,0.0594135815288783,411121,Henan,411100,Henan,TRUE,TRUE
1432,Emberiza leucocephalos,Anhui,2012,discovery_date,2012,2013,1,115.6,33.25,FALSE,FALSE,上涉湖湿地,local,湿地生态,2006,163.833311703928,969645.92736833,3589100.11210193,Anhui,1432,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.52214994430542,843,38,0.22778909196967,0.0441725398814915,0.0682618595424368,341222,Anhui,341200,Anhui,TRUE,TRUE
1435,Paradoxornis heudei,Anhui,2006,discovery_date,2006,2010,4,117.17,33.17,FALSE,FALSE,洪泽湖东部湿地,provincial,湿地生态,2004,94.6475308472445,1113693.03439585,3596610.87354501,Anhui,1435,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.53273334503174,786,23,0.22778909196967,0.0441725398814915,0.0682618595424368,340321,Anhui,340300,Anhui,TRUE,TRUE
1442,Anthus trivialis,Jiangsu,2023,discovery_date,2023,2024,1,120.96,32.76,FALSE,FALSE,大洞山,local,森林生态,2001,12.0540178745828,1465285.11833791,3600077.12536158,"",1442,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.49484996795654,1017,4,0.108386098725391,0.0217271318036011,0.0534683116468678,,,,,FALSE,FALSE
1496,Aegithalos bonvaloti,Shaanxi,2006,discovery_date,2006,2007,1,107.75,34.16,FALSE,FALSE,陕西太白山,national,森林生态,1965,8.2433869346847,249161.850913306,3643410.56490774,Shaanxi,1496,FALSE,FALSE,FALSE,FALSE,观察，雾网捕获，标本采集,分布变化,professional_survey,0.679616641998291,744,1922,0.192968737556714,0.0548750555002221,0.0571667460837103,610326,Shaanxi,610300,Shaanxi,TRUE,TRUE
1496,Certhia tianquanensis,Shaanxi,2004,discovery_date,2004,2005,1,107.8,34.02,FALSE,FALSE,陕西太白山,national,森林生态,1965,2.16433333326812,254136.475947799,3627741.56520978,Shaanxi,1496,FALSE,FALSE,TRUE,TRUE,录音回放和捕捉辨认,重新认定为独立物种,birdwatching,0.679616641998291,744,1922,0.192968737556714,0.0548750555002221,0.0571667460837103,610326,Shaanxi,610300,Shaanxi,TRUE,TRUE
1496,Cettia brunnifrons,Shaanxi,2018,discovery_date,2018,2018,0,107.8,33.99,TRUE,TRUE,陕西太白山,national,森林生态,1965,0,254231.953959903,3624357.06181994,Shaanxi,1496,TRUE,TRUE,TRUE,TRUE,"","",unknown,0.679616641998291,744,1922,0.192968737556714,0.0548750555002221,0.0571667460837103,610124,Shaanxi,610100,Shaanxi,TRUE,TRUE
1496,Mycerobas affinis,Shaanxi,2014,discovery_date,2014,2014,0,107.78,33.93,TRUE,TRUE,陕西太白山,national,森林生态,1965,0,252606.071912417,3617537.2802924,Shaanxi,1496,TRUE,TRUE,TRUE,TRUE,"","",unknown,0.679616641998291,744,1922,0.192968737556714,0.0548750555002221,0.0571667460837103,610124,Shaanxi,610100,Shaanxi,TRUE,TRUE
1496,Phylloscopus ogilviegranti,Shaanxi,2011,discovery_date,2011,2012,1,107.78,34.06,FALSE,FALSE,陕西太白山,national,森林生态,1965,2.30916112346824,252195.29239348,3632203.40056728,Shaanxi,1496,FALSE,FALSE,TRUE,TRUE,观察拍摄，回放鸣声,分布变化,birdwatching,0.679616641998291,744,1922,0.192968737556714,0.0548750555002221,0.0571667460837103,610326,Shaanxi,610300,Shaanxi,TRUE,TRUE
1496,Prunella immaculata,Shaanxi,2007,discovery_date,2007,2007,0,107.77,33.92,TRUE,TRUE,陕西太白山,national,森林生态,1965,0,251729.135842532,3616383.7929671,Shaanxi,1496,TRUE,TRUE,TRUE,TRUE,标本采集,分布变化,professional_survey,0.679616641998291,744,1922,0.192968737556714,0.0548750555002221,0.0571667460837103,610124,Shaanxi,610100,Shaanxi,TRUE,TRUE
1496,Zoothera mollissima,Shaanxi,2004,discovery_date,2004,2007,3,107.89,34.1,FALSE,FALSE,陕西太白山,national,森林生态,1965,13.1175377818022,262040.073555383,3637001.22850555,Shaanxi,1496,FALSE,FALSE,FALSE,FALSE,观察,分布变化,birdwatching,0.679616641998291,744,1922,0.192968737556714,0.0548750555002221,0.0571667460837103,610326,Shaanxi,610300,Shaanxi,TRUE,TRUE
1498,Turdus pilaris,Shaanxi,2022,discovery_date,2022,2023,1,108.75,34.14,FALSE,FALSE,陕西牛背梁,national,野生动物,1988,29.4687751286407,339814.067280286,3644120.44463487,Shaanxi,1498,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.07790002822876,684,1047,0.192968737556714,0.0548750555002221,0.0571667460837103,610116,Shaanxi,610100,Shaanxi,TRUE,TRUE
1502,Aethopyga gouldiae,Henan,2016,discovery_date,2016,2017,1,111.32,33.96,FALSE,FALSE,河南伏牛山,national,森林生态,1982,16.7843327843769,573741.766177215,3635653.80444425,Henan,1502,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.25574998855591,718,965,0.213808908135841,0.0439882479651097,0.0594135815288783,410324,Henan,410300,Henan,TRUE,TRUE
1502,Prunella strophiata,Henan,2016,discovery_date,2016,2017,1,111.32,33.96,FALSE,FALSE,河南伏牛山,national,森林生态,1982,16.7843327843769,573741.766177215,3635653.80444425,Henan,1502,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.25574998855591,718,965,0.213808908135841,0.0439882479651097,0.0594135815288783,410324,Henan,410300,Henan,TRUE,TRUE
1502,Pterorhinus lanceolatus,Henan,2016,discovery_date,2016,2017,1,111.32,33.96,FALSE,FALSE,河南伏牛山,national,森林生态,1982,16.7843327843769,573741.766177215,3635653.80444425,Henan,1502,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.25574998855591,718,965,0.213808908135841,0.0439882479651097,0.0594135815288783,410324,Henan,410300,Henan,TRUE,TRUE
1503,Dicaeum ignipectus,Henan,2013,discovery_date,2013,2016,3,111.64,33.76,FALSE,FALSE,河南伏牛山,national,森林生态,1982,2.18205071737794,604258.021881116,3615031.1832649,Henan,1503,FALSE,FALSE,TRUE,TRUE,"","",unknown,1.01828336715698,799,1407,0.213808908135841,0.0439882479651097,0.0594135815288783,410324,Henan,410300,Henan,TRUE,TRUE
1515,Netta rufina,Anhui,2016,discovery_date,2016,2017,1,117.93,33.22,FALSE,FALSE,洪泽湖东部湿地,provincial,湿地生态,2004,24.7568761246925,1182127.42061702,3610991.48029868,Anhui,1515,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.50768337249756,778,16,0.108386098725391,0.0217271318036011,0.0534683116468678,340322,Anhui,340300,Anhui,TRUE,TRUE
1520,Histrionicus histrionicus,Jiangsu,2022,discovery_date,2022,2022,0,120.85,33.12,TRUE,FALSE,大洞山,local,森林生态,2001,0,1448820.87127007,3638525.41482742,"",1520,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.50150003433228,1003,1,0.108386098725391,0.0217271318036011,0.0534683116468678,320904,Jiangsu,320900,Jiangsu,TRUE,TRUE
1520,Hypothymis azurea,Jiangsu,2019,discovery_date,2019,2020,1,120.85,33.07,TRUE,FALSE,大洞山,local,森林生态,2001,0,1449717.07241588,3632959.59424359,"",1520,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.50150003433228,1003,1,0.108386098725391,0.0217271318036011,0.0534683116468678,320904,Jiangsu,320900,Jiangsu,TRUE,TRUE
1520,Larvivora brunnea,Jiangsu,2019,discovery_date,2019,2020,1,120.85,33.07,TRUE,FALSE,大洞山,local,森林生态,2001,0,1449717.07241588,3632959.59424359,"",1520,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.50150003433228,1003,1,0.108386098725391,0.0217271318036011,0.0534683116468678,320904,Jiangsu,320900,Jiangsu,TRUE,TRUE
1520,Muscicapa muttui,Jiangsu,2023,discovery_date,2023,2024,1,120.83,33.19,FALSE,FALSE,大洞山,local,森林生态,2001,5.17632732362941,1445755.03311374,3646026.69538994,"",1520,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.50150003433228,1003,1,0.108386098725391,0.0217271318036011,0.0534683116468678,320904,Jiangsu,320900,Jiangsu,TRUE,TRUE
1520,Phylloscopus soror,Jiangsu,2021,discovery_date,2021,2021,0,120.86,33.07,TRUE,FALSE,大洞山,local,森林生态,2001,0,1450623.92909181,3633105.6619745,"",1520,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.50150003433228,1003,1,0.108386098725391,0.0217271318036011,0.0534683116468678,320904,Jiangsu,320900,Jiangsu,TRUE,TRUE
1522,Bucanetes mongolicus,Tibet,2012,discovery_date,2012,2014,2,79.71,31.71,FALSE,FALSE,西藏羌塘,national,荒漠生态,1993,210.038156876717,-2336562.42086041,3663012.39077373,Tibet,1522,FALSE,FALSE,FALSE,FALSE,观察拍摄,分布变化,birdwatching,0.123266673088074,396,4213,-0.0559222994950152,0.042174245586323,0.0244374209082694,542522,Tibet,542500,Tibet,TRUE,TRUE
1571,Nipponia nippon,Gansu,2021,discovery_date,2021,2024,3,106.37,34.32,FALSE,FALSE,秦州珍稀水生野生动物,unknown,野生动物,2010,37.2157478877439,123890.606538422,3658876.17344412,Gansu,1571,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.07721662521362,617,1274,0.170586572735392,0.0823993028940886,0.0604800763272079,620503,Gansu,620500,Gansu,TRUE,TRUE
1574,Cygnus olor,Shaanxi,2015,discovery_date,2015,2016,1,107.66,34.31,FALSE,FALSE,陕西太白山,national,森林生态,1965,25.1442394091235,240555.823845593,3660115.18716043,Shaanxi,1574,FALSE,FALSE,FALSE,FALSE,观察拍摄,分布变化,birdwatching,1.1949333190918,664,763,0.192968737556714,0.0548750555002221,0.0571667460837103,610323,Shaanxi,610300,Shaanxi,TRUE,TRUE
1576,Ceryle rudis,Shaanxi,2019,discovery_date,2019,2020,1,109.01,34.42,FALSE,FALSE,陕西牛背梁,national,野生动物,1988,55.7090375403716,362085.742674731,3676624.70226637,Shaanxi,1576,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.30500001907349,617,429,0.192968737556714,0.0548750555002221,0.0571667460837103,610111,Shaanxi,610100,Shaanxi,TRUE,TRUE
1576,Elanus caeruleus,Shaanxi,2016,discovery_date,2016,2016,0,109.06,34.44,FALSE,FALSE,陕西牛背梁,national,野生动物,1988,58.0658615130678,366505.708547155,3679064.40719412,Shaanxi,1576,FALSE,FALSE,FALSE,FALSE,观察拍摄,分布变化,birdwatching,1.30500001907349,617,429,0.192968737556714,0.0548750555002221,0.0571667460837103,610111,Shaanxi,610100,Shaanxi,TRUE,TRUE
1576,Hieraaetus pennatus,Shaanxi,2020,discovery_date,2020,2021,1,109.06,34.31,FALSE,FALSE,陕西牛背梁,national,野生动物,1988,43.4255169241919,367105.743582149,3664399.70763127,Shaanxi,1576,FALSE,FALSE,FALSE,FALSE,观察拍摄,分布变化,birdwatching,1.30500001907349,617,429,0.192968737556714,0.0548750555002221,0.0571667460837103,610111,Shaanxi,610100,Shaanxi,TRUE,TRUE
1576,Ixobrychus eurhythmus,Shaanxi,2014,discovery_date,2014,2015,1,108.73,34.42,FALSE,FALSE,陕西牛背梁,national,野生动物,1988,59.4886541999877,336815.291395242,3675639.15099508,Shaanxi,1576,FALSE,FALSE,FALSE,FALSE,捡到尸体，标本采集,分布变化,professional_survey,1.30500001907349,617,429,0.192968737556714,0.0548750555002221,0.0571667460837103,610404,Shaanxi,610400,Shaanxi,TRUE,TRUE
1576,Passer domesticus,Shaanxi,2009,discovery_date,2009,2009,0,108.76,34.35,FALSE,FALSE,陕西牛背梁,national,野生动物,1988,51.1454654832354,339822.207640859,3667843.95074985,Shaanxi,1576,FALSE,FALSE,FALSE,FALSE,观察拍摄,分布变化,birdwatching,1.30500001907349,617,429,0.192968737556714,0.0548750555002221,0.0571667460837103,610404,Shaanxi,610400,Shaanxi,TRUE,TRUE
1576,Turdus cardis,Shaanxi,2019,discovery_date,2019,2019,0,109.05,34.32,FALSE,FALSE,陕西牛背梁,national,野生动物,1988,44.488000623224,366156.003958188,3665490.77634573,Shaanxi,1576,FALSE,FALSE,FALSE,FALSE,观察拍摄,分布变化,birdwatching,1.30500001907349,617,429,0.192968737556714,0.0548750555002221,0.0571667460837103,610111,Shaanxi,610100,Shaanxi,TRUE,TRUE
1577,Gavia arctica,Shaanxi,2017,discovery_date,2017,2018,1,109.15,34.43,FALSE,FALSE,陕西黄龙铺－石门地质剖面,provincial,地质遗迹,1987,56.4236719928598,374672.719710226,3678272.26309802,Shaanxi,1577,FALSE,FALSE,FALSE,FALSE,观察拍摄,分布变化,birdwatching,1.30729999542236,608,528,0.192968737556714,0.0548750555002221,0.0571667460837103,610115,Shaanxi,610100,Shaanxi,TRUE,TRUE
1579,Mycerobas carnipes,Henan,2017,discovery_date,2017,2021,4,110.38,34.38,TRUE,TRUE,陕西延安黄龙山褐马鸡,national,野生动物,2001,0,485929.777611459,3677964.64112748,Shaanxi,1579,TRUE,TRUE,TRUE,TRUE,"","",unknown,0.780850028991699,725,1772,0.213808908135841,0.0439882479651097,0.0594135815288783,611021,Shaanxi,611000,Shaanxi,FALSE,FALSE
1579,Tragopan temminckii,Henan,2017,discovery_date,2017,2021,4,110.38,34.38,TRUE,TRUE,陕西延安黄龙山褐马鸡,national,野生动物,2001,0,485929.777611459,3677964.64112748,Shaanxi,1579,TRUE,TRUE,TRUE,TRUE,"","",unknown,0.780850028991699,725,1772,0.213808908135841,0.0439882479651097,0.0594135815288783,611021,Shaanxi,611000,Shaanxi,FALSE,FALSE
1581,Muscicapa muttui,Henan,2019,discovery_date,2019,2020,1,111.84,34.26,FALSE,FALSE,河南伏牛山,national,森林生态,1982,42.1763227456817,618545.41344032,3672563.82906425,Henan,1581,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.41741666793823,632,363,0.213808908135841,0.0439882479651097,0.0594135815288783,410325,Henan,410300,Henan,TRUE,TRUE
1596,Sturnia sinensis,Jiangsu,2018,discovery_date,2018,2019,1,119.78,33.86,FALSE,FALSE,大洞山,local,森林生态,2001,53.8490352488847,1339383.33663506,3705983.02123101,Jiangsu,1596,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.42223329544067,834,-2,0.108386098725391,0.0217271318036011,0.0534683116468678,320923,Jiangsu,320900,Jiangsu,TRUE,TRUE
1654,Limnodromus semipalmatus,Shaanxi,2019,discovery_date,2019,2020,1,109.42,34.8,FALSE,FALSE,陕西延安黄龙山褐马鸡,national,野生动物,2001,53.9173141950594,397173.909053183,3721064.10666892,Shaanxi,1654,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.32613334655762,583,442,0.192968737556714,0.0548750555002221,0.0571667460837103,610526,Shaanxi,610500,Shaanxi,TRUE,TRUE
1654,Oxyura leucocephala,Shaanxi,2018,discovery_date,2018,2019,1,109.54,34.81,FALSE,FALSE,陕西延安黄龙山褐马鸡,national,野生动物,2001,46.8661568322927,407897.865564406,3722678.8878626,Shaanxi,1654,FALSE,FALSE,FALSE,FALSE,观察拍摄,分布变化,birdwatching,1.32613334655762,583,442,0.192968737556714,0.0548750555002221,0.0571667460837103,610526,Shaanxi,610500,Shaanxi,TRUE,TRUE
1654,Remiz consobrinus,Shaanxi,2015,discovery_date,2015,2015,0,109.44,34.8,FALSE,FALSE,陕西延安黄龙山褐马鸡,national,野生动物,2001,52.5303846668276,398969.880475116,3721144.29787199,Shaanxi,1654,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.32613334655762,583,442,0.192968737556714,0.0548750555002221,0.0571667460837103,610526,Shaanxi,610500,Shaanxi,TRUE,TRUE
1654,Sturnus vulgaris,Shaanxi,2012,discovery_date,2012,2013,1,109.54,34.81,FALSE,FALSE,陕西延安黄龙山褐马鸡,national,野生动物,2001,46.8661568322927,407897.865564406,3722678.8878626,Shaanxi,1654,FALSE,FALSE,FALSE,FALSE,观察拍摄,分布变化,birdwatching,1.32613334655762,583,442,0.192968737556714,0.0548750555002221,0.0571667460837103,610526,Shaanxi,610500,Shaanxi,TRUE,TRUE
1657,Anser indicus,Henan,2019,discovery_date,2019,2019,0,111.13,34.77,TRUE,TRUE,河南黄河湿地,national,湿地生态,1995,0,550872.714764124,3725845.37853561,Shanxi,1657,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.37550001144409,575,450,0.0564238582203988,0.0200895135714721,0.0300524363560955,411203,Henan,411200,Henan,TRUE,TRUE
1657,Aviceda leuphotes,Shanxi,2018,discovery_date,2018,2023,5,111.38,35.01,FALSE,FALSE,河南黄河湿地,national,湿地生态,1995,20.3208292539932,571567.892178198,3754311.80830581,Shanxi,1657,FALSE,FALSE,FALSE,FALSE,观察和拍摄,"",birdwatching,1.37550001144409,575,450,0.0564238582203988,0.0200895135714721,0.0300524363560955,140828,Shanxi,140800,Shanxi,TRUE,TRUE
1657,Chrysolophus pictus,Shanxi,2006,discovery_date,2006,2007,1,111.32,34.97,FALSE,FALSE,河南黄河湿地,national,湿地生态,1995,15.9439083003115,566487.364545657,3749459.00594103,Shanxi,1657,FALSE,FALSE,FALSE,FALSE,观察，标本采集,分布变化,professional_survey,1.37550001144409,575,450,0.0564238582203988,0.0200895135714721,0.0300524363560955,140829,Shanxi,140800,Shanxi,TRUE,TRUE
1659,Hieraaetus pennatus,Henan,2011,discovery_date,2011,2012,1,112.38,34.6,FALSE,FALSE,栾川大鲵,local,野生动物,1995,18.2257710375371,664440.359258232,3714342.42414558,Henan,1659,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.43688335418701,595,288,0.213808908135841,0.0439882479651097,0.0594135815288783,410311,Henan,410300,Henan,TRUE,TRUE
1660,Panurus biarmicus,Henan,2021,discovery_date,2021,2024,3,112.97,34.72,FALSE,FALSE,河南黄河湿地,national,湿地生态,1995,17.8135917875359,716362.971043821,3731956.05683951,Henan,1660,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.4893500328064,614,139,0.213808908135841,0.0439882479651097,0.0594135815288783,410181,Henan,410100,Henan,TRUE,TRUE
1660,Paradoxornis heudei,Henan,2006,discovery_date,2006,2008,2,112.64,34.85,TRUE,TRUE,河南黄河湿地,national,湿地生态,1995,0,685632.907343952,3744262.49401456,Henan,1660,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.4893500328064,614,139,0.213808908135841,0.0439882479651097,0.0594135815288783,410322,Henan,410300,Henan,TRUE,TRUE
1660,Phylloscopus ricketti,Henan,2016,discovery_date,2016,2016,0,112.61,34.9,FALSE,FALSE,河南黄河湿地,national,湿地生态,1995,1.51441558798608,682513.472784271,3749686.36653531,Henan,1660,FALSE,FALSE,TRUE,TRUE,"","",unknown,1.4893500328064,614,139,0.213808908135841,0.0439882479651097,0.0594135815288783,410306,Henan,410300,Henan,TRUE,TRUE
1662,Pycnonotus jocosus,Henan,2010,discovery_date,2010,2013,3,113.7,34.71,FALSE,FALSE,河南豫北黄河故道湿地鸟类国家级自然保护区,national,湿地生态,1996,53.0817264149637,781915.015558959,3736339.07730114,Henan,1662,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.44305000305176,620,103,0.213808908135841,0.0439882479651097,0.0594135815288783,410104,Henan,410100,Henan,TRUE,TRUE
1723,Aviceda leuphotes,Ningxia,2002,discovery_date,2002,2024,22,106.31,35.35,TRUE,TRUE,六盘山,national,森林生态,1982,0,116930.168343278,3775120.89616088,Ningxia,1723,TRUE,TRUE,TRUE,TRUE,"","",unknown,0.636100006103516,544,1983,0.106306392115411,0.0390005142637616,0.0480386607642616,640424,Ningxia,640400,Ningxia,TRUE,TRUE
1723,Ianthocincla lunulata,Ningxia,2017,discovery_date,2017,2018,1,106.33,35.38,TRUE,TRUE,六盘山,national,森林生态,1982,0,118669.851172171,3778533.75130068,Ningxia,1723,TRUE,TRUE,TRUE,TRUE,"","",unknown,0.636100006103516,544,1983,0.106306392115411,0.0390005142637616,0.0480386607642616,640424,Ningxia,640400,Ningxia,TRUE,TRUE
1723,Ixos mcclellandii,Ningxia,2021,discovery_date,2021,2024,3,106.33,35.37,TRUE,TRUE,六盘山,national,森林生态,1982,0,118684.98612428,3777404.03807461,Ningxia,1723,TRUE,TRUE,TRUE,TRUE,"","",unknown,0.636100006103516,544,1983,0.106306392115411,0.0390005142637616,0.0480386607642616,640424,Ningxia,640400,Ningxia,TRUE,TRUE
1723,Pycnonotus xanthorrhous,Ningxia,2019,discovery_date,2019,2019,0,106.39,35.41,FALSE,FALSE,六盘山,national,森林生态,1982,3.00887191686599,123975.58242523,3781996.23753283,Ningxia,1723,FALSE,FALSE,FALSE,TRUE,"","",unknown,0.636100006103516,544,1983,0.106306392115411,0.0390005142637616,0.0480386607642616,640424,Ningxia,640400,Ningxia,TRUE,TRUE
1723,Turdus boulboul,Ningxia,2018,discovery_date,2018,2019,1,106.35,35.27,TRUE,TRUE,六盘山,national,森林生态,1982,0,120623.233882995,3766131.39318693,Gansu,1723,TRUE,TRUE,TRUE,TRUE,"","",unknown,0.636100006103516,544,1983,0.106306392115411,0.0390005142637616,0.0480386607642616,640424,Ningxia,640400,Ningxia,TRUE,TRUE
1724,Elanus caeruleus,Gansu,2022,discovery_date,2022,2025,3,106.71,35.55,FALSE,FALSE,甘肃太统-崆峒山,national,森林生态,1982,11.0039340280756,152241.725423697,3798257.82316906,Gansu,1724,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.688150024414063,560,1892,0.170586572735392,0.0823993028940886,0.0604800763272079,620802,Gansu,620800,Gansu,TRUE,TRUE
1726,Hydrophasianus chirurgus,Gansu,2022,discovery_date,2022,2023,1,107.92,35.5,FALSE,FALSE,陕西子午岭,national,森林生态,1999,60.756914364451,260109.838049016,3795122.53899929,Gansu,1726,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.965783309936523,583,1151,0.170586572735392,0.0823993028940886,0.0604800763272079,621026,Gansu,621000,Gansu,TRUE,TRUE
1733,Aegithalos fuliginosus,Shanxi,2016,discovery_date,2016,2016,0,111.75,35.27,FALSE,FALSE,山西历山,national,森林生态,1983,16.2692054980184,602670.197075773,3785806.65806096,Shanxi,1733,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.33858337402344,554,463,0.0564238582203988,0.0200895135714721,0.0300524363560955,140827,Shanxi,140800,Shanxi,TRUE,TRUE
